date,IVV,SPY,VOO,VTI,USDT-USD,ETH,BTC,QQQ
2017-11-09,260.1600036621094,258.3900146484375,237.33999633789065,132.74000549316406,1.0132700204849243,328.75704205,7441.99999994,153.77000427246094
2017-11-10,259.9700012207031,258.2900085449219,237.17999267578125,132.6300048828125,1.0242300033569336,323.52190223,7277.39199995,153.8000030517578
2017-11-13,260.3599853515625,258.5899963378906,237.5200042724609,132.75,1.029289960861206,318.0,6701.98532544,154.07000732421875
2017-11-14,259.6199951171875,257.8500061035156,236.8500061035156,132.4199981689453,1.0134299993515017,337.00000004,6687.99999997,153.5
2017-11-15,258.9800109863281,257.2200012207031,236.2400054931641,132.0800018310547,1.0116300582885742,338.7746993,7298.35,153.0
2017-11-16,260.82000732421875,259.0400085449219,237.92999267578125,133.10000610351562,1.010890007019043,335.0,7980.0,154.88999938964844
2017-11-17,260.19000244140625,258.5899963378906,237.38999938964844,132.91000366210938,1.0118099451065063,334.69696969,8022.0,154.69000244140625
2017-11-20,260.2799987792969,258.5199890136719,237.47000122070312,133.0500030517578,1.0029799938201904,373.6,8299.754,154.1999969482422
2017-11-21,261.9700012207031,260.20001220703125,239.0,133.94000244140625,1.011199951171875,373.6,8389.16699997,155.57000732421875
2017-11-22,261.9100036621094,260.1499938964844,238.9499969482422,134.0,1.0033999681472778,382.9999999,8319.0,155.83999633789062
2017-11-24,262.2699890136719,260.4800109863281,239.27999877929688,134.1300048828125,1.0071300268173218,478.65967355,8338.58061257,156.30999755859375
2017-11-27,262.5400085449219,260.75,239.52999877929688,134.2899932861328,1.020169973373413,488.0,9730.00000016,156.55999755859375
2017-11-28,264.70001220703125,262.8999938964844,241.47999572753903,135.36000061035156,1.0064799785614014,480.0,9951.42766235,156.69000244140625
